topic_id,method,qa_index,question,answer,quality_score
26,RAG_Chunking,2,"question: Điểm chung của hai nền văn minh Hy Lạp và La Mã là gì? answer: hình thành ở ven biển, đồng bằng nhỏ hẹp, đất đai khô cằn... nên khi có công cụ lao động bằng sắt mới xuất hiện nền văn minh","question: Điểm chung của hai nền văn minh Hy Lạp và La Mã là gì? answer: hình thành ở ven biển, đồng bằng nhỏ hẹp, đất đai khô cằn... nên khi có công cụ lao động bằng sắt mới xuất hiện nền văn minh",0.863
26,RAG_Chunking,3,question: Vì sao thành phần tộc người ở Đông Nam Á rất phong phú? answer: Mỗi loại hình nhân chủng trên và sự pha trộn giữa các nhóm đã hình thành nên những tộc người khác nhau,question: Vì sao thành phần tộc người ở Đông Nam Á rất phong phú? answer: Mỗi loại hình nhân chủng trên và sự pha trộn giữa các nhóm đã hình thành nên những tộc người khác nhau,0.8122
26,RAG_Chunking,4,question: Cộng hòa Nam Ossetia là sự pha trộn của những gì? answer: những thị trấn và làng mạc nơi sinh sống của người Gruzia và người Ossetia,question: Cộng hòa Nam Ossetia là sự pha trộn của những gì? answer: những thị trấn và làng mạc nơi sinh sống của người Gruzia và người Ossetia,0.8246
26,RAG_Chunking,5,question: Vì sao cuộc xung đột ở Nam Ossetia trở nên đặc biệt nguy hiểm? answer: bởi bất kỳ nỗ lực nào nhằm thanh lọc sắc tộc đều có thể dẫn tới một cuộc di dân ở quy mô lớn,question: Vì sao cuộc xung đột ở Nam Ossetia trở nên đặc biệt nguy hiểm? answer: bởi bất kỳ nỗ lực nào nhằm thanh lọc sắc tộc đều có thể dẫn tới một cuộc di dân ở quy mô lớn,0.7643
27,Chunking_Only,1,question: Cơ quan hành chính lâm thời thực thể Nam Ossetia do ai lập ra? answer: Gruzia,question: Cơ quan hành chính lâm thời thực thể Nam Ossetia do ai lập ra? answer: Gruzia,0.6377
27,Chunking_Only,2,question: Cơ quan hành chính lâm thời Nam Ossetia được thành lập vào năm nào? answer: 2007,question: Cơ quan hành chính lâm thời Nam Ossetia được thành lập vào năm nào? answer: 2007,0.6462
27,RAG_Chunking,1,question: Chính phủ Cộng hòa xã hội chủ nghĩa Việt Nam đã có quyết định gì vào năm 1982? answer: thành lập huyện đảo Trường Sa và huyện đảo Hoàng Sa,question: Chính phủ Cộng hòa xã hội chủ nghĩa Việt Nam đã có quyết định gì vào năm 1982? answer: thành lập huyện đảo Trường Sa và huyện đảo Hoàng Sa,0.7609
27,RAG_Chunking,2,question: Huyện đảo Hoàng Sa thuộc thành phố nào? answer: thành phố Đà Nẵng,question: Huyện đảo Hoàng Sa thuộc thành phố nào? answer: thành phố Đà Nẵng,0.7149
27,RAG_Chunking,3,question: Cơ quan hành chính lâm thời Nam Ossetia được thành lập vào năm nào? answer: 2007,question: Cơ quan hành chính lâm thời Nam Ossetia được thành lập vào năm nào? answer: 2007,0.6462
28,Chunking_Only,1,question: Lượng mưa trung bình ở Paris là bao nhiêu? answer: 641 mm,question: Lượng mưa trung bình ở Paris là bao nhiêu? answer: 641 mm,0.7921
28,Chunking_Only,2,question: Nhiệt độ thấp nhất ghi được tại Paris là vào ngày nào? answer: ngày 28 tháng 6 năm 1948,question: Nhiệt độ thấp nhất ghi được tại Paris là vào ngày nào? answer: ngày 28 tháng 6 năm 1948,0.8222
28,RAG_Chunking,1,question: Khu vực Nam Âu có những bán đảo nào? answer: bán đảo Ban-căng và bán đảo I-ta-li-a,question: Khu vực Nam Âu có những bán đảo nào? answer: bán đảo Ban-căng và bán đảo I-ta-li-a,0.7339
28,RAG_Chunking,2,question: Những bài học lịch sử của các cuộc kháng chiến bảo vệ Tổ quốc từ năm 1945 đến nay là gì? answer: Những bài học lịch sử của các cuộc kháng chiến bảo vệ Tổ quốc từ năm 1945 đến nay,question: Những bài học lịch sử của các cuộc kháng chiến bảo vệ Tổ quốc từ năm 1945 đến nay là gì? answer: Các bài học lịch sử của các cuộc kháng chiến bảo vệ Tổ quốc từ năm 1945 đến nay: 52 - Bài 10: Khái quát về công cuộc Đổi mới ở Việt Nam từ năm 1945 đến nay: 52 - Bài 10: Khái quát về công cuộc Đổi mới ở Việt Nam từ năm 1945 đến nay: 52 - Bài 10: Khái quát về công cuộc Đổi mới ở Việt Nam từ năm,0.9168
28,RAG_Chunking,3,question: Hoạt động đối ngoại của Việt Nam từ năm 1975 đến năm 1975 là gì? answer: từ đầu thế kỷ XX đến năm 1975,question: Hoạt động đối ngoại của Việt Nam từ năm 1975 đến năm 1975 là gì? answer: từ đầu thế kỷ XX đến năm 1975,0.8124
28,RAG_Chunking,4,question: Lượng mưa trung bình ở Paris là bao nhiêu? answer: 641 mm,question: Lượng mưa trung bình ở Paris là bao nhiêu? answer: 641 mm,0.7817
28,RAG_Chunking,5,question: Nhiệt độ thấp nhất ghi lại được vào ngày 28 tháng 6 năm 1948 là bao nhiêu? answer: 28 tháng 6 năm 1948 là bao nhiêu? answer: 28 tháng 6 năm 1948 là bao nhiêu? answer: 28 tháng 6 năm 1948 là bao nhiêu? answer: 28 tháng 6 năm 1948 là bao nhiêu? answer: 28 tháng 6 năm 1948 là bao nhiêu? answer: 28 tháng 6 năm 1948 là bao nhiêu,"question: Nhiệt độ thấp nhất ghi lại được vào ngày 28 tháng 6 năm 1948 là bao nhiêu? answer: ngày 10 tháng 12 năm 1879, xuống tới -23,9 C",0.7322
29,Chunking_Only,1,question: Cách thức chuẩn liên lạc thông tin với các đảo của Hawaii vào thời đó là gì? answer: khi điều kiện không gian không cho phép liên lạc thông tin trực tiếp như đã xảy ra vào ngày hôm đó,question: Cách thức chuẩn liên lạc thông tin với các đảo của Hawaii vào thời đó là gì? answer: cách thức chuẩn liên lạc thông tin với các đảo của Hawaii vào thời đó khi điều kiện không gian không cho phép liên lạc thông tin trực tiếp như đã xảy ra vào ngày hôm đó,0.7422
29,Chunking_Only,2,"question: Vì sao các vị tướng lãnh ở thủ đô Washington lại cho rằng nếu thông điệp được đánh dấu ""khẩn cấp"" và được gởi đến các vị tư lệnh tại Hawaii thì có thể gây sự chú ý của các điệp viên Nhật Bản ở Tây Duyên hải? answer: họ cho rằng nếu thông điệp được đánh dấu ""khẩn cấp"" và được gởi đến các vị tư lệnh tại Hawaii thì có thể gây sự chú ý của các điệp viên Nhật Bản ở Tây Duyên hải","question: Vì sao các vị tướng lãnh ở thủ đô Washington lại cho rằng nếu thông điệp được đánh dấu ""khẩn cấp"" và được gởi đến các vị tư lệnh tại Hawaii thì có thể gây sự chú ý của các điệp viên Nhật Bản ở Tây Duyên hải? answer: họ cho rằng nếu thông điệp được đánh dấu ""khẩn cấp"" và được gởi đến các vị tư lệnh tại Hawaii thì có thể gây sự chú ý của các điệp viên Nhật Bản ở Tây Duyên hải",0.912
29,Chunking_Only,3,question: Bộ tư lệnh Hải quân Hoa Kỳ tại Hawaii nhận được thông điệp gì? answer: thông điệp được Bộ tư lệnh Hải quân Hoa Kỳ tại Hawaii nhận được mấy tiếng đồng hồ sau khi cuộc tấn công đã kết thúc,question: Bộ tư lệnh Hải quân Hoa Kỳ tại Hawaii nhận được thông điệp gì? answer: thông điệp được Bộ tư lệnh Hải quân Hoa Kỳ tại Hawaii nhận được mấy tiếng đồng hồ sau khi cuộc tấn công đã kết thúc,0.8331
29,RAG_Chunking,1,"question: Answer: Viết một lá thư gửi các chiến sĩ đang làm nhiệm vụ bảo vệ chủ quyền biển, đảo Việt Nam nhân dịp năm mới. 4. Viết một lá thư gửi các chiến sĩ đang làm nhiệm vụ bảo vệ chủ quyền biển, đảo Việt Nam nhân dịp năm mới. 5. Nêu những việc làm mà một công dân có thể đóng góp cho cuộc đấu tranh bảo vệ chủ quyền biển, đảo Việt Nam nhân dịp năm mới. 5. Nêu những việc làm mà một công dân có thể đóng góp cho cuộc đấu tranh bảo vệ chủ quyền, các quyền và lợi ích hợp pháp","question: Nêu những việc làm mà một công dân có thể đóng góp cho cuộc đấu tranh bảo vệ chủ quyền biển, đảo Việt Nam nhân dịp năm mới? answer: Viết một lá thư gửi các chiến sĩ đang làm nhiệm vụ bảo vệ chủ quyền biển, đảo Việt Nam nhân dịp năm mới. 4. Viết một lá thư gửi các chiến sĩ đang làm nhiệm vụ bảo vệ chủ quyền biển, đảo Việt Nam nhân dịp năm mới. 5. Nêu những việc làm mà một công dân có thể đóng góp cho cuộc đấu tranh bảo vệ chủ quyền, các quyền và lợi ích hợp pháp",0.7304
29,RAG_Chunking,2,"question: Thanh sử cáo, Quyển 527 theo: Châu Hải Đường, Việt Nam truyện, ghi chép về Việt Nam trong chính sử Trung Quốc xưa, NXB Hội Nhà văn, tr.141) (Thanh sử cáo, Quyển 527 theo: Châu Hải Đường, Việt Nam truyện, ghi chép về Việt Nam trong chính sử Trung Quốc xưa, NXB Hội Nhà văn, tr.141) (Thanh sử cáo, Quyển 527 theo: Châu Hải Đường, Việt Nam truyện, ghi chép về Việt Nam trong chính sử Trung Quốc xưa, NXB Hội Nhà văn, tr.","question: Thanh sử cáo, Quyển 527, theo: Châu Hải Đường, Việt Nam truyện, ghi chép về Việt Nam trong chính sử Trung Quốc xưa, NXB Hội Nhà văn, tr.141) (Thanh sử cáo, Quyển 527, theo: Châu Hải Đường, Việt Nam truyện, ghi chép về Việt Nam trong chính sử Trung Quốc xưa, NXB Hội Nhà văn, tr.141) (Thanh sử cáo, Quyển 527, theo: Châu Hải Đường, Việt Nam truyện, ghi chép về Việt Nam trong chính sử Trung Quốc xưa, NXB Hội Nhà văn",0.7224
29,RAG_Chunking,3,"question: Tôn Sĩ Nghị đã làm gì để đoạn hậu? answer: Tôn Sĩ Nghị đoạt đường vượt sông Phú Lương, rồi lập tức chặt cầu phao để đoạn hậu, vì vậy những quân còn lại trên bờ, Đề đốc Hứa Thế Hanh, Tổng binh Trương Triều Long, cùng quan quân phu dịch hơn vạn người, đều chen nhau chết đuối","question: Tôn Sĩ Nghị đã làm gì để đoạn hậu? answer: Tôn Sĩ Nghị đoạt đường vượt sông Phú Lương, rồi liền chặt cầu phao để đoạn hậu, vì vậy những quân còn lại trên bờ, Đề đốc Hứa Thế Hanh, Tổng binh Trương Triều Long, cùng quan quân phu dịch hơn vạn người, đều chen nhau chết đuối",0.805
29,RAG_Chunking,4,question: Cách thức chuẩn liên lạc thông tin với các đảo của Hawaii là gì? answer: khi điều kiện không gian không cho phép liên lạc thông tin trực tiếp như đã xảy ra vào ngày hôm đó,question: Cách thức chuẩn liên lạc thông tin với các đảo của Hawaii là gì? answer: chuẩn liên lạc thông tin với các đảo của Hawaii vào thời đó khi điều kiện không gian không cho phép liên lạc thông tin trực tiếp như đã xảy ra vào ngày hôm đó,0.6381
29,RAG_Chunking,5,"question: Vì sao thông điệp của các vị tướng lãnh ở thủ đô Washington lại không được đánh dấu ""khẩn cấp""? answer: vì họ cho rằng nếu thông điệp được đánh dấu ""khẩn cấp"" và được gởi đến các vị tư lệnh tại Hawaii thì có thể gây sự chú ý của các điệp viên Nhậ","question: Vì sao thông điệp của các vị tướng lãnh ở thủ đô Washington lại không được đánh dấu ""khẩn cấp""? answer: vì họ cho rằng nếu thông điệp được đánh dấu ""khẩn cấp"" và được gởi đến các vị tư lệnh tại Hawaii thì có thể gây sự chú ý của các điệp viên Nhậậ",0.8486
29,RAG_Chunking,6,question: Bộ tư lệnh Hải quân Hoa Kỳ tại Hawaii nhận được thông điệp gì? answer: cảnh báo cho lục quân và hải quân tại Hawaii để họ giăng sẵn bẫy đối phó với một cuộc tấn công của người Nhật,question: Bộ tư lệnh Hải quân Hoa Kỳ tại Hawaii nhận được thông điệp gì? answer: cảnh báo cho lục quân và hải quân tại Hawaii để họ giăng sẵn bẫy đối phó với một cuộc tấn công của người Nhật,0.8819
30,Chunking_Only,1,"question: Chính sách kinh tế cánh tả được đánh giá như thế nào? answer: một chính sách kinh tế cánh tả dựa trên 110 Đề xuất cho Pháp và Common Program năm 1972 giữa Đảng Xã hội, Đảng Cộng sản và Đảng Cấp tiến cánh Tả","question: Chính sách kinh tế cánh tả được đánh giá như thế nào? answer: một chính sách kinh tế cánh tả dựa trên 110 Đề xuất cho Pháp và Common Program năm 1972 giữa Đảng Xã hội, Đảng Cộng sản và Đảng Cấp tiến cánh Tả. Nó gồm nhiều kế hoạch quốc hữu hoá, tăng 10% lương tối thiểu (SMIC), làm việc 39 giờ mỗi tuần, 5 tuần nghỉ mỗi năm, việc tạo lập thuế đoàn kết trên tài sản, tăng phúc lợi xã hội, và mở rộng quyền được tư vấn và thông tiể",0.8535
30,Chunking_Only,2,"question: Mục tiêu tạo lập thuế đoàn kết trên tài sản, tăng phúc lợi xã hội, và mở rộng quyền được tư vấn và thông tin của công nhân là gì? answer: khuyến khích bùng nổ nhu cầu và vì thế là cả hoạt động kinh tế (Keynesianism)","question: Mục tiêu tạo lập thuế đoàn kết trên tài sản, tăng phúc lợi xã hội, và mở rộng quyền được tư vấn và thông tin của công nhân về công việc của họ là gì? answer: khuyến khích bùng nổ nhu cầu và vì thế là cả hoạt động kinh tế (Keynesianism)",0.6804
30,Chunking_Only,3,question: Ưu tiên được dành cho cuộc chiến chống lạm phát là gì? answer: cuộc chiến chống lạm phát để duy trì tính cạnh tranh trong Hệ thống Tiền tệ châu Âu,question: Ưu tiên được dành cho cuộc chiến chống lạm phát là gì? answer: cuộc chiến chống lạm phát để duy trì tính cạnh tranh trong Hệ thống Tiền tệ châu Âu,0.6338
30,RAG_Chunking,1,question: Tiểu sử và tiến trình hoạt động của cách mạng Việt Nam là gì? answer: Tiểu sử và tiến trình hoạt động của cách mạng Việt Nam là gì? answer: Tiểu sử và tiến trình hoạt động của cách mạng Việt Nam là gì? answer: Tiểu sử và tiến trình hoạt động của cách mạng Việt Nam là gì? answer: Tiểu sử và tiến trình hoạt động của cách mạng Việt Nam là gì? answer: Tiểu sử và tiến trình hoạt động của cách mạng Việt Nam là gì? answer: Tiểu sử và tiến trình hoạt động của cách,"question: Tiểu sử và tiến trình hoạt động của cách mạng Việt Nam là gì? answer: Tiểu sử và tiến trình hoạt động cách mạng: - 1890-1911: Tuổi thơ ở Nghệ An, học ở Huế, dạy học Phan Thiết, Sài Gòn. - 1941-1919: Ra nước ngoài tìm đường cứu nước, hoạt động ở Pháp",0.8606
30,RAG_Chunking,2,question: Những bài học lịch sử của các cuộc kháng chiến bảo vệ Tổ quốc từ năm 1945 đến nay là gì? answer: 52 - Bài 10: Khái quát về công cuộc Đổi mới,"question: Những bài học lịch sử của các cuộc kháng chiến bảo vệ Tổ quốc từ năm 1945 đến nay là gì? answer: 52 - Bài 8: Cuộc kháng chiến chống Mỹ, cứu nước (1954-1975): 41 - Bài 9: Đấu tranh bảo vệ Tổ quốc từ sau tháng 4 năm 1975 đến nay",0.8126
30,RAG_Chunking,3,question: Cuộc kháng chiến bảo vệ Tổ quốc từ năm 1945 đến nay của Việt Nam từ năm nào đến nay? answer: từ năm nào đến nay,question: Cuộc kháng chiến bảo vệ Tổ quốc từ năm 1945 đến nay của Việt Nam từ năm nào đến nay? answer: từ năm 1945 đến nay,0.8308
30,RAG_Chunking,4,question: Sự khởi đầu nhiệm kỳ đầu tiên của Hồ Chí Minh được đánh dấu bởi điều gì? answer: một chính sách kinh tế cánh tả dựa trên 110 Đ,question: Sự khởi đầu nhiệm kỳ đầu tiên của Hồ Chí Minh được đánh dấu bởi điều gì? answer: một chính sách kinh tế cánh tả dựa trên 110 ĐĐ,0.7741
30,RAG_Chunking,5,"question: Nội dung của chính sách kinh tế cánh tả là gì? answer: các kế hoạch quốc hữu hoá, tăng 10% lương tối thiểu (SMIC), làm việc 39 giờ mỗi tuần, 5 tuần nghỉ mỗi năm, việc tạo lập thuế đoàn kết trên tài sản, tăng phúc lợi xã hội, và mở rộng quyền được tư vấn và thông ti answer: answer: các kế hoạch quốc hữu hoá, tăng 10% lương tối thiểu (SMIC), làm việc 39 giờ mỗi tuần, 5 tuần nghỉ mỗi năm, việc tạo lập thuế đoàn kết trên","question: Nội dung của chính sách kinh tế cánh tả là gì? answer: các kế hoạch quốc hữu hoá, tăng 10% lương tối thiểu (SMIC), làm việc 39 giờ mỗi tuần, 5 tuần nghỉ mỗi năm, việc tạo lập thuế đoàn kết trên tài sản, tăng phúc lợi xã hội, và mở rộng quyền được tư vấn và thông tiêp",0.6549
30,RAG_Chunking,6,question: Mục tiêu của Đạo luật Auroux là gì? answer: khuyến khích bùng nổ nhu cầu và vì thế là cả hoạt động kinh tế (Keynesianism),question: Mục tiêu của Đạo luật Auroux là gì? answer: khuyến khích bùng nổ nhu cầu và vì thế là cả hoạt động kinh tế (Keynesianism),0.6769
30,RAG_Chunking,7,question: Ưu tiên được dành cho cuộc chiến chống lạm phát là gì? answer: cuộc chiến chống lạm phát để duy trì tính cạnh tranh trong Hệ thống Tiền tệ châu Âu,question: Ưu tiên được dành cho cuộc chiến chống lạm phát là gì? answer: cuộc chiến chống lạm phát để duy trì tính cạnh tranh trong Hệ thống Tiền tệ châu Âu,0.6338
31,Chunking_Only,1,"question: Saddam đã có những phản ứng như thế nào đối với Kuwait? answer: Saddam phác ra những bất bình của mình đối với Kuwait, trong khi hứa hẹn rằng ông sẽ không answer: Saddam phác ra những bất bình của mình đối với Kuwait, trong khi hứa hẹn rằng ông sẽ không answer: Saddam phác ra những bất bình của mình đối với Kuwait, trong khi hứa hẹn rằng ông sẽ không answer: Saddam phác ra những bất bình của mình đối với Kuwait, trong khi hứa hẹn rằng ông sẽ không answer: Saddam phác ra những bất bình của mình đối với",question: Cuộc gặp bất ngờ giữa Saddam và Kuwait diễn ra vào thời gian nào? answer: cuối tháng 7 năm 1990,0.7928
31,Chunking_Only,2,"question: Glaspie có thái độ như thế nào đối với Saddam? answer: Saddam phác ra những bất bình của mình đối với Kuwait, trong khi hứa hẹn rằng ông sẽ không xâm chiếm Kuwait trước khi tiếp tục những cuộc đàm phán thẳng thắn khác","question: Glaspie có thái độ như thế nào đối với Saddam? answer: Saddam phác ra những bất bình của mình đối với Kuwait, trong khi hứa hẹn rằng ông sẽ không xâm chiếm Kuwait trước khi tiếp tục những cuộc đàm phán thẳng thắn khác",0.8208
31,RAG_Chunking,1,"question: Hoạt động đối ngoại chủ yếu trong kháng chiến chống Pháp là gì? answer: Hoạt động đối ngoại chủ yếu trong kháng chiến chống Pháp (1945-1954): - Chủ tịch Hồ Chí Minh gửi thư, công hàm khẳng định tính hợp pháp của nhà nước Việt Nam Dân chủ Cộng hòa. - Chủ tịch Hồ Chí Minh gửi thư, công hàm khẳng định tính hợp pháp của nhà nước Việt Nam Dân chủ Cộng hòa. - Chủ tịch Hồ Chí Minh gửi thư, công hàm khẳng định tính hợp pháp của nhà nước Việt Nam Dân chủ Cộng hòa","question: Hoạt động đối ngoại chủ yếu trong kháng chiến chống Pháp là gì? answer: Hoạt động đối ngoại chủ yếu trong kháng chiến chống Pháp (1945-1954): - Chủ tịch Hồ Chí Minh gửi thư, công hàm khẳng định tính hợp pháp của nhà nước Việt Nam Dân chủ Cộng hòa. - Chủ tịch Hồ Chí Minh gửi thư, công hàm khẳng định tính hợp pháp của nhà nước Việt Nam Dân chủ Cộng hòa. - Chủ tịch Hồ Chí Minh gửi thư, công hàm khẳng định tính hợp pháp của nhà nước Việt Nam Dân chủ Cộng hòa",0.8497
31,RAG_Chunking,2,question: Quân đội Iraq tập trung tấn công căn cứ Lam Sơn vào thời gian nào? answer: cuối tháng 7 năm 1990,question: Quân đội Iraq tập trung tấn công căn cứ Lam Sơn vào thời gian nào? answer: cuối tháng 7 năm 1990,0.6926
31,RAG_Chunking,3,question: Ai là người triệu tập Đại sứ Hoa Kỳ April Glaspie tới một cuộc gặp bất ngờ với Saddam Hussein? answer: Đại sứ Hoa Kỳ April Glaspie,question: Ai là người triệu tập Đại sứ Hoa Kỳ April Glaspie tới một cuộc gặp bất ngờ với Saddam Hussein? answer: Đại sứ Hoa Kỳ April Glaspie,0.6923
31,RAG_Chunking,4,question: Glaspie có thái độ như thế nào đối với việc tăng cường quân sự của Kuwait? answer: answer: ông sẽ không xâm chiếm Kuwait trước khi tiếp tục những cuộc đàm phán thẳng thắn khác,question: Glaspie có thái độ như thế nào đối với việc tăng cường quân sự của Kuwait? answer: ông sẽ không xâm chiếm Kuwait trước khi tiếp tục những cuộc đàm phán thẳng thắn khác,0.7863
32,Chunking_Only,1,"question: Quân đội Đế quốc đã suy yếu như thế nào sau khi ông qua đời? answer: Quân đội Đế quốc cũng suy yếu, bị đánh tan tác trong một cuộc chiến tranh với quân Thổ Nhĩ Kỳ Ottoman","question: Quân đội Đế quốc đã suy yếu như thế nào sau khi ông qua đời? answer: Quân đội Đế quốc cũng suy yếu, bị đánh tan tác trong một cuộc chiến tranh với quân Thổ Nhĩ Kỳ Ottoman",0.7579
32,RAG_Chunking,1,"question: Điều gì đã làm cho bộ máy chính quyền thời Gia Long và những năm đầu thời Minh Mạng thiếu sự thống nhất, đồng bộ và tập trung? answer: Quyền lực của nhà vua và triều đình bị hạn chế, không kiểm soát chặt chẽ được các trấn","question: Điều gì đã làm cho bộ máy chính quyền thời Gia Long và những năm đầu thời Minh Mạng thiếu sự thống nhất, đồng bộ và tập trung? answer: Quyền lực của nhà vua và triều đình bị hạn chế, không kiểm soát chặt chẽ được các trấn",0.8609
32,RAG_Chunking,2,"question: Cách mạng tư sản Pháp đã lật đổ chế độ nào? answer: quân chủ chuyên chế, thiết lập chế độ quân chủ lập hiến",question: Chiến tranh giành độc lập của 13 thuộc địa Anh ở Bắc Mỹ đã lật đổ sự thống trị của ai? answer: thực dân Anh,0.7699
32,RAG_Chunking,3,"question: Vào thời hậu kì trung đại, kinh tế Tây Âu có những thay đổi như thế nào? answer: Kinh tế Tây Âu có những thay đổi như thế nào? answer: Kinh tế Tây Âu có những thay đổi như thế nào? answer: Kinh tế Tây Âu có những thay đổi như thế nào? answer: Kinh tế Tây Âu có những thay đổi như thế nào? answer: Kinh tế Tây Âu có những thay đổi như thế nào? answer: Kinh tế Tây Âu có những thay đổi như thế nào? answer: Kinh tế Tây Âu","question: Vào thời hậu kì trung đại, kinh tế Tây Âu có những thay đổi như thế nào? answer: Quan hệ sản xuất tư bản chủ nghĩa hình thành cùng với sự phát triển kinh tế công thương nghiệp, sự tiến bộ của khoa học  kĩ thuật",0.8364
32,RAG_Chunking,4,"question: Vì sao Đức lùi lại phía sau những nước Tây Âu khác? answer: tình trạng chia rẽ và cô lập khỏi những trào lưu tư tưởng và phát triển, đã khiến cho Đức lùi lại phía sau những nước Tây Âu khác","question: Vì sao Đức lùi lại phía sau những nước Tây Âu khác? answer: tình trạng chia rẽ và cô lập khỏi những trào lưu tư tưởng và phát triển, đã khiến cho Đức lùi lại phía sau những nước Tây Âu khác",0.6389
32,RAG_Chunking,5,"question: Sau khi Vương công Eugène xứ Savoie qua đời, quân đội Đế quốc Pháp như thế nào? answer: Quân đội Đế quốc cũng suy yếu, bị đánh tan tác trong một cuộc chiến tranh với quân Thổ Nhĩ Kỳ Ottoman","question: Sau khi Vương công Eugène xứ Savoie qua đời, quân đội Đế quốc Pháp như thế nào? answer: suy yếu, bị đánh tan tác trong một cuộc chiến tranh với quân Thổ Nhĩ Kỳ Ottoman",0.8186
33,Chunking_Only,1,"question: Trong nhiệm kỳ đầu tiên của mình, FDR đã làm gì? answer: FDR đã hướng dẫn Quốc hội Hoa Kỳ thông qua chương trình kinh tế Kinh tế Mới",question: FDR đã hướng dẫn Quốc hội Hoa Kỳ thông qua chương trình gì? answer: kinh tế Kinh tế Mới,0.7173
33,Chunking_Only,2,"question: Sự kiện gì đã diễn ra vào năm 1937? answer: Liên minh bảo thủ lưỡng đảng hình thành vào năm 1937 đã ngăn cản ông ""đưa ra quy định kiểm soát đối với Phố Wall, ngân hàng và giao thông"" và cải cách kinh tế (theo ông có nghĩa là lập ra quy định kiểm soát đối với Phố Wall, ngân hàng và giao thông) và cải cách kinh tế (theo ông có nghĩa là lập ra quy định kiểm soát đối với Phố Wall, ngân hàng và giao thông)","question: Sự kiện gì đã diễn ra vào năm 1937? answer: Liên minh bảo thủ lưỡng đảng hình thành vào năm 1937 đã ngăn cản ông ""đưa ra quy định kiểm soát đối với Phố Wall, ngân hàng và giao thông"" và cải cách kinh tế (theo ông có nghĩa là lập ra quy định kiểm soát đối với Phố Wall, ngân hàng và giao thông)",0.7487
33,Chunking_Only,3,"question: Khi tình trạng thất nghiệp thực tế chấm dứt thì liên minh bảo thủ lưỡng đảng đã làm gì? answer: ngăn cản ông ""đưa người"" vào Tối cao Pháp viện Hoa Kỳ hoặc thông qua quá nhiều luật mới","question: Khi tình trạng thất nghiệp thực tế chấm dứt thì liên minh bảo thủ lưỡng đảng đã làm gì? answer: ngăn cản ông ""đưa người"" vào Tối cao Pháp viện Hoa Kỳ hoặc thông qua quá nhiều luật mới",0.7418
33,Chunking_Only,4,question: Các quy định kiểm soát thương nghiệp chấm dứt vào thời gian nào? answer: từ năm 197585,question: Các quy định kiểm soát thương nghiệp chấm dứt vào thời gian nào? answer: từ năm 197585,0.7409
33,RAG_Chunking,1,question: Cuộc Cách mạng công nghiệp lần thứ tư bắt đầu từ khi nào? answer: đầu thế kỉ XXI,question: Cuộc Cách mạng công nghiệp lần thứ tư bắt đầu từ khi nào? answer: đầu thế kỉ XXI,0.8031
33,RAG_Chunking,2,question: Chủ tịch Hồ Chí Minh ra Lời kêu gọi toàn quốc kháng chiến vào thời gian nào? answer: Ngày 19-12-1946,question: Chủ tịch Hồ Chí Minh ra Lời kêu gọi toàn quốc kháng chiến vào thời gian nào? answer: Ngày 19-12-1946,0.7871
33,RAG_Chunking,3,"question: Trong nhiệm kỳ đầu tiên của mình, FDR đã có những động thái gì? answer: FDR đã hướng dẫn Quốc hội Hoa Kỳ answer: FDR đã hướng dẫn Quốc hội Hoa Kỳ answer: FDR đã hướng dẫn Quốc hội Hoa Kỳ answer: FDR đã hướng dẫn Quốc hội Hoa Kỳ answer: FDR đã hướng dẫn Quốc hội Hoa Kỳ answer: FDR đã hướng dẫn Quốc hội Hoa Kỳ answer: FDR đã hướng dẫn Quốc hội Hoa Kỳ answer: FDR đã hướng dẫn Quốc hội Hoa Kỳ ans","question: Trong nhiệm kỳ đầu tiên của mình, Roosevelt đã có những động thái gì? answer: Roosevelt đã khởi động rất nhiều chương trình lớn khác nhau. Trong một trăm ngày đầu tiên với vai trò tổng thống, bắt đầu từ ngày 4 tháng 3 năm 1933, Roosevelt đã khởi động rất nhiều chương trình lớn khác nhau. Trong một trăm ngày đầu tiên với vai trò tổng thống, bắt đầu từ ngày 4 tháng 3 năm 1933, Roosevelt đã khởi động rất nhiều chương trình lớn khác nhau",0.7423
33,RAG_Chunking,4,question: FDR đã hướng dẫn Quốc hội thông qua chương trình kinh tế Kinh tế Mới vào thời gian nào? answer: nhiệm kỳ đầu tiên (193337),question: FDR đã hướng dẫn Quốc hội thông qua chương trình kinh tế Kinh tế Mới vào thời gian nào? answer: nhiệm kỳ đầu tiên (193337),0.8231
33,RAG_Chunking,5,"question: Sự kiện gì đã diễn ra vào năm 1937? answer: Liên minh bảo thủ lưỡng đảng hình thành vào năm 1937 đã ngăn cản ông ""đưa người"" vào Tối cao Pháp viện Hoa Kỳ hoặc thông qua quá nhiều luật mới","question: Sự kiện gì đã diễn ra vào năm 1937? answer: Liên minh bảo thủ lưỡng đảng hình thành vào năm 1937 đã ngăn cản ông ""đưa người"" vào Tối cao Pháp viện Hoa Kỳ hoặc thông qua quá nhiều luật mới",0.6796
33,RAG_Chunking,6,question: Chương trình An sinh Xã hội được Quốc hội thông qua vào năm nào? answer: năm 1935,question: Chương trình An sinh Xã hội được Quốc hội thông qua vào năm nào? answer: năm 1935,0.6762
